term_id,concept,category,language,term,notes
eng_scorpion,Scorpion,apocalyptic_symbols,english,Scorpion,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_scorpion_g; greek_surface_prospective_terms.csv:gpx_scorpion_g; prophetic_terms.csv:scorpion_g; prophetic_terms.csv:scorpion_h
eng_scroll,Scroll,apocalyptic_symbols,english,Scroll,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_scroll_g; greek_surface_prospective_terms.csv:gpx_scroll_g; prophetic_terms.csv:scroll_g; prophetic_terms.csv:scroll_h
eng_seal_2,Seal,apocalyptic_symbols,english,Seal,generated from declared concept labels; sources: prophetic_terms.csv:seal_g; prophetic_terms.csv:seal_h
eng_sevenbowls,Seven Bowls,apocalyptic_symbols,english,Seven Bowls,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_seven_bowls_g; greek_surface_prospective_terms.csv:gpx_seven_bowls_g; prophetic_terms.csv:seven_bowls_g; prophetic_terms.csv:seven_bowls_h
eng_sevenchurches,Seven Churches,apocalyptic_symbols,english,Seven Churches,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_seven_churches_g; greek_surface_prospective_terms.csv:gpx_seven_churches_g; prophetic_terms.csv:seven_churches_g; prophetic_terms.csv:seven_churches_h
eng_sevenseals,Seven Seals,apocalyptic_symbols,english,Seven Seals,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_seven_seals_g; greek_surface_prospective_terms.csv:gpx_seven_seals_g; prophetic_terms.csv:seven_seals_g; prophetic_terms.csv:seven_seals_h
eng_sevenspirits,Seven Spirits,apocalyptic_symbols,english,Seven Spirits,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_seven_spirits_g; greek_surface_prospective_terms.csv:gpx_seven_spirits_g; prophetic_terms.csv:seven_spirits_g; prophetic_terms.csv:seven_spirits_h
eng_seventhunders,Seven Thunders,apocalyptic_symbols,english,Seven Thunders,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_seven_thunders_g; greek_surface_prospective_terms.csv:gpx_seven_thunders_g; prophetic_terms.csv:seven_thunders_g
eng_seventrumpets,Seven Trumpets,apocalyptic_symbols,english,Seven Trumpets,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_seven_trumpets_g; greek_surface_prospective_terms.csv:gpx_seven_trumpets_g; prophetic_terms.csv:seven_trumpets_g; prophetic_terms.csv:seven_trumpets_h
eng_star,Star,apocalyptic_symbols,english,Star,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_star_g; greek_surface_prospective_terms.csv:gpx_star_g; prophetic_terms.csv:star_g; prophetic_terms.csv:star_h
eng_teeth,Teeth,apocalyptic_symbols,english,Teeth,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_teeth_g; greek_surface_prospective_terms.csv:gpx_teeth_g; prophetic_terms.csv:teeth_g; prophetic_terms.csv:teeth_h
eng_thousandyears,Thousand Years,apocalyptic_symbols,english,Thousand Years,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_millennium_g; greek_surface_prospective_terms.csv:gpx_millennium_g; prophetic_terms.csv:millennium_g; prophetic_terms.csv:millennium_h
eng_throne,Throne,apocalyptic_symbols,english,Throne,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_throne_g; greek_surface_prospective_terms.csv:gpx_throne_g; prophetic_terms.csv:throne_g; prophetic_terms.csv:throne_h
eng_trumpet,Trumpet,apocalyptic_symbols,english,Trumpet,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_trumpet_g; greek_surface_prospective_terms.csv:gpx_trumpet_g; prophetic_terms.csv:trumpet_g; prophetic_terms.csv:trumpet_h
eng_wings,Wings,apocalyptic_symbols,english,Wings,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_wings_g; greek_surface_prospective_terms.csv:gpx_wings_g; prophetic_terms.csv:wings_g; prophetic_terms.csv:wings_h
eng_witness,Witness,apocalyptic_symbols,english,Witness,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_witness_g; greek_surface_prospective_terms.csv:gpx_witness_g; prophetic_terms.csv:witness_g; prophetic_terms.csv:witness_h
eng_maranatha,Maranatha,apocalyptic_terms,english,Maranatha,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_maranatha_g; greek_surface_prospective_terms.csv:gpx_maranatha_g; prophetic_terms.csv:maranatha_g
eng_rapture,Rapture,apocalyptic_terms,english,Rapture,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_rapture_g; greek_surface_prospective_terms.csv:gpx_rapture_g; prophetic_terms.csv:rapture_g
eng_glory,Glory,attributes,english,Glory,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:glory_gxc; hebrew_theology_prospective_terms.csv:htp_glory_h; theological_terms.csv:glory_g; theological_terms.csv:glory_h
eng_holy,Holy,attributes,english,Holy,generated from declared concept labels; sources: theological_terms.csv:holy_g; theological_terms.csv:holy_h
eng_mercy,Mercy,attributes,english,Mercy,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:mercy_gxc; hebrew_theology_prospective_terms.csv:htp_mercy_h; theological_terms.csv:mercy_g; theological_terms.csv:mercy_h
eng_truth,Truth,attributes,english,Truth,generated from declared concept labels; sources: hebrew_theology_prospective_terms.csv:htp_truth_h; theological_terms.csv:truth_g; theological_terms.csv:truth_h
eng_wisdom,Wisdom,attributes,english,Wisdom,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:wisdom_gxc
eng_chanukah,Chanukah,bonus_related,english,Chanukah,generated from declared concept labels; sources: hebrew_claim_terms.csv:chanukah_h
eng_david,David,bonus_related,english,David,generated from declared concept labels; sources: hebrew_claim_terms.csv:david_h
eng_genius,Genius,bonus_related,english,Genius,generated from declared concept labels; sources: hebrew_claim_terms.csv:genius_h
eng_hasmonean,Hasmonean,bonus_related,english,Hasmonean,generated from declared concept labels; sources: hebrew_claim_terms.csv:hasmonean_h
eng_king,King,bonus_related,english,King,generated from declared concept labels; sources: hebrew_claim_terms.csv:king_h
eng_light,Light,bonus_related,english,Light,generated from declared concept labels; sources: hebrew_claim_terms.csv:light_h
eng_love,Love,bonus_related,english,Love,generated from declared concept labels; sources: hebrew_claim_terms.csv:love_h
eng_moses,Moses,bonus_related,english,Moses,generated from declared concept labels; sources: hebrew_claim_terms.csv:moses_h
eng_nuclear,Nuclear,bonus_related,english,Nuclear,generated from declared concept labels; sources: hebrew_claim_terms.csv:nuclear_h
eng_peace,Peace,bonus_related,english,Peace,generated from declared concept labels; sources: hebrew_claim_terms.csv:peace_h
eng_president,President,bonus_related,english,President,generated from declared concept labels; sources: hebrew_claim_terms.csv:president_h
eng_prophecy,Prophecy,bonus_related,english,Prophecy,generated from declared concept labels; sources: hebrew_claim_terms.csv:prophecy_h
eng_prophet,Prophet,bonus_related,english,Prophet,generated from declared concept labels; sources: hebrew_claim_terms.csv:prophet_h
eng_revenge,Revenge,bonus_related,english,Revenge,generated from declared concept labels; sources: hebrew_claim_terms.csv:revenge_h
eng_trees,Trees,bonus_related,english,Trees,generated from declared concept labels; sources: hebrew_claim_terms.csv:trees_h
eng_truth_2,Truth,bonus_related,english,Truth,generated from declared concept labels; sources: hebrew_claim_terms.csv:truth_h
eng_wisdom_2,Wisdom,bonus_related,english,Wisdom,generated from declared concept labels; sources: hebrew_claim_terms.csv:wisdom_h
eng_christ,Christ,christology,english,Christ,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:christ_gxc
eng_coming,Coming,christology,english,Coming,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:coming_gxc
eng_cross,Cross,christology,english,Cross,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:cross_gxc; theological_terms.csv:cross_g
eng_jesus,Jesus,christology,english,Jesus,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:jesus_gxc; theological_terms.csv:jesus_g
eng_lamb,Lamb,christology,english,Lamb,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:lamb_gxc
eng_lambofgod,Lamb Of God,christology,english,Lamb Of God,generated from declared concept labels; sources: hebrew_theology_prospective_terms.csv:htp_lamb_of_god_h
eng_messiah,Messiah,christology,english,Messiah,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:messiah_gxc; hebrew_theology_prospective_terms.csv:htp_messiah_h
eng_messiahchrist,Messiah/Christ,christology,english,Messiah/Christ,generated from declared concept labels; sources: theological_terms.csv:christ_g; theological_terms.csv:christ_h
eng_resurrection,Resurrection,christology,english,Resurrection,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:resurrection_gxc; theological_terms.csv:resurrection_g
eng_son,Son,christology,english,Son,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:son_gxc; theological_terms.csv:son_g; theological_terms.csv:son_h
eng_sonofgod,Son Of God,christology,english,Son Of God,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:son_of_god_gxc; hebrew_theology_prospective_terms.csv:htp_son_of_god_h
eng_sonofman,Son of Man,christology,english,Son of Man,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_son_of_man_g; greek_surface_prospective_terms.csv:gpx_son_of_man_g; theological_terms.csv:son_of_man_g; theological_terms.csv:son_of_man_h
eng_yeshua,Yeshua,christology,english,Yeshua,generated from declared concept labels; sources: hebrew_theology_prospective_terms.csv:htp_yeshua_h
eng_yeshuamessiah,Yeshua Messiah,christology,english,Yeshua Messiah,generated from declared concept labels; sources: hebrew_theology_prospective_terms.csv:htp_yeshua_messiah_h
eng_church,Church,community,english,Church,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_church_g; greek_surface_prospective_terms.csv:gpx_church_g; theological_terms.csv:church_g
eng_disciple,Disciple,community,english,Disciple,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_disciple_g; greek_surface_prospective_terms.csv:gpx_disciple_g; theological_terms.csv:disciple_g; theological_terms.csv:disciple_h
eng_saint,Saint,community,english,Saint,generated from declared concept labels; sources: theological_terms.csv:saint_g; theological_terms.csv:saint_h
eng_israel,Israel,core_foundational,english,Israel,generated from declared concept labels; sources: hebrew_claim_terms.csv:israel_h; hebrew_theology_prospective_terms.csv:htp_israel_h
eng_messiah_2,Messiah,core_foundational,english,Messiah,generated from declared concept labels; sources: hebrew_claim_terms.csv:messiah_h
eng_torah,Torah,core_foundational,english,Torah,generated from declared concept labels; sources: hebrew_claim_terms.csv:torah_h; hebrew_theology_prospective_terms.csv:htp_torah_h
eng_yhwh,YHWH,core_foundational,english,YHWH,generated from declared concept labels; sources: hebrew_claim_terms.csv:yhwh_h
eng_yeshua_2,Yeshua,core_foundational,english,Yeshua,generated from declared concept labels; sources: hebrew_claim_terms.csv:yeshua_h
eng_christ_2,Christ,core_names_titles,english,Christ,generated from declared concept labels; sources: greek_nt_claim_terms.csv:christos_gnt
eng_jesus_2,Jesus,core_names_titles,english,Jesus,generated from declared concept labels; sources: greek_nt_claim_terms.csv:iesous_gnt
eng_lambofgod_2,Lamb Of God,core_names_titles,english,Lamb Of God,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_amnos_tou_theou_gnt; greek_nt_claim_terms.csv:amnos_tou_theou_gnt; greek_surface_prospective_terms.csv:gpx_amnos_tou_theou_gnt
eng_lord,Lord,core_names_titles,english,Lord,generated from declared concept labels; sources: greek_nt_claim_terms.csv:kyrios_gnt
eng_messiah_3,Messiah,core_names_titles,english,Messiah,generated from declared concept labels; sources: greek_nt_claim_terms.csv:messias_gnt
eng_savior,Savior,core_names_titles,english,Savior,generated from declared concept labels; sources: greek_nt_claim_terms.csv:soter_gnt
eng_sonofgod_2,Son Of God,core_names_titles,english,Son Of God,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_huios_tou_theou_gnt; greek_nt_claim_terms.csv:huios_tou_theou_gnt; greek_surface_prospective_terms.csv:gpx_huios_tou_theou_gnt
eng_gehenna,Gehenna,cosmology,english,Gehenna,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:gehenna_gxc; theological_terms.csv:hell_gehenna_g
eng_hades,Hades,cosmology,english,Hades,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:hades_gxc; theological_terms.csv:hell_hades_g
eng_heaven,Heaven,cosmology,english,Heaven,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:heaven_gxc; theological_terms.csv:heaven_g; theological_terms.csv:heaven_h
eng_sheol,Sheol,cosmology,english,Sheol,generated from declared concept labels; sources: theological_terms.csv:hell_sheol_h
eng_god,God,divine_names,english,God,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:god_gxc; theological_terms.csv:god_g; theological_terms.csv:god_h
eng_lord_2,Lord,divine_names,english,Lord,generated from declared concept labels; sources: greek_exact_center_cohort_terms.csv:lord_gxc; theological_terms.csv:lord_g; theological_terms.csv:lord_h
eng_yhwh_2,YHWH,divine_names,english,YHWH,generated from declared concept labels; sources: hebrew_theology_prospective_terms.csv:htp_yhwh_h; theological_terms.csv:yhwh_h
eng_alexandria,Alexandria,empires_places,english,Alexandria,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_alexandria_g; greek_surface_prospective_terms.csv:gpx_alexandria_g; prophetic_terms.csv:alexandria_g; prophetic_terms.csv:alexandria_h
eng_ammon,Ammon,empires_places,english,Ammon,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_ammon_g; greek_surface_prospective_terms.csv:gpx_ammon_g; prophetic_terms.csv:ammon_g; prophetic_terms.csv:ammon_h
eng_antioch,Antioch,empires_places,english,Antioch,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_antioch_g; greek_surface_prospective_terms.csv:gpx_antioch_g; prophetic_terms.csv:antioch_g; prophetic_terms.csv:antioch_h
eng_assyria,Assyria,empires_places,english,Assyria,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_assyria_g; greek_surface_prospective_terms.csv:gpx_assyria_g; prophetic_terms.csv:assyria_g; prophetic_terms.csv:assyria_h
eng_athens,Athens,empires_places,english,Athens,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_athens_g; greek_surface_prospective_terms.csv:gpx_athens_g; prophetic_terms.csv:athens_g; prophetic_terms.csv:athens_h
eng_babylon,Babylon,empires_places,english,Babylon,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_babylon_g; greek_surface_prospective_terms.csv:gpx_babylon_g; prophetic_terms.csv:babylon_alt_h; prophetic_terms.csv:babylon_g; prophetic_terms.csv:babylon_h; +1 more
eng_bashan,Bashan,empires_places,english,Bashan,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_bashan_g; greek_surface_prospective_terms.csv:gpx_bashan_g; prophetic_terms.csv:bashan_g; prophetic_terms.csv:bashan_h
eng_berea,Berea,empires_places,english,Berea,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_berea_g; greek_surface_prospective_terms.csv:gpx_berea_g; prophetic_terms.csv:berea_g; prophetic_terms.csv:berea_h
eng_canaan,Canaan,empires_places,english,Canaan,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_canaan_g; greek_surface_prospective_terms.csv:gpx_canaan_g; prophetic_terms.csv:canaan_g; prophetic_terms.csv:canaan_h
eng_carthage,Carthage,empires_places,english,Carthage,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_carthage_g; greek_surface_prospective_terms.csv:gpx_carthage_g; prophetic_terms.csv:carthage_g; prophetic_terms.csv:carthage_h
eng_colossae,Colossae,empires_places,english,Colossae,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_colossae_g; greek_surface_prospective_terms.csv:gpx_colossae_g; prophetic_terms.csv:colossae_g; prophetic_terms.csv:colossae_h
eng_corinth,Corinth,empires_places,english,Corinth,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_corinth_g; greek_surface_prospective_terms.csv:gpx_corinth_g; prophetic_terms.csv:corinth_g; prophetic_terms.csv:corinth_h
eng_damascus,Damascus,empires_places,english,Damascus,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_damascus_g; greek_surface_prospective_terms.csv:gpx_damascus_g; prophetic_terms.csv:damascus_g; prophetic_terms.csv:damascus_h
eng_edom,Edom,empires_places,english,Edom,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_edom_g; greek_surface_prospective_terms.csv:gpx_edom_g; prophetic_terms.csv:edom_g; prophetic_terms.csv:edom_h
eng_egypt,Egypt,empires_places,english,Egypt,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_egypt_g; greek_surface_prospective_terms.csv:gpx_egypt_g; prophetic_terms.csv:egypt_g; prophetic_terms.csv:egypt_h
eng_elam,Elam,empires_places,english,Elam,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_elam_g; greek_surface_prospective_terms.csv:gpx_elam_g; prophetic_terms.csv:elam_g; prophetic_terms.csv:elam_h
eng_ephesus,Ephesus,empires_places,english,Ephesus,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_ephesus_g; greek_surface_prospective_terms.csv:gpx_ephesus_g; prophetic_terms.csv:ephesus_g; prophetic_terms.csv:ephesus_h
eng_galatia,Galatia,empires_places,english,Galatia,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_galatia_g; greek_surface_prospective_terms.csv:gpx_galatia_g; prophetic_terms.csv:galatia_g; prophetic_terms.csv:galatia_h
eng_gilead,Gilead,empires_places,english,Gilead,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_gilead_g; greek_surface_prospective_terms.csv:gpx_gilead_g; prophetic_terms.csv:gilead_g; prophetic_terms.csv:gilead_h
eng_gomorrah,Gomorrah,empires_places,english,Gomorrah,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_gomorrah_g; greek_surface_prospective_terms.csv:gpx_gomorrah_g; prophetic_terms.csv:gomorrah_g; prophetic_terms.csv:gomorrah_h
eng_greece,Greece,empires_places,english,Greece,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_greece_g; greek_surface_prospective_terms.csv:gpx_greece_g; prophetic_terms.csv:greece_g; prophetic_terms.csv:greece_h
eng_haran,Haran,empires_places,english,Haran,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_haran_g; greek_surface_prospective_terms.csv:gpx_haran_g; prophetic_terms.csv:haran_g; prophetic_terms.csv:haran_h
eng_jerusalem,Jerusalem,empires_places,english,Jerusalem,generated from declared concept labels; sources: prophetic_terms.csv:jerusalem_g; prophetic_terms.csv:jerusalem_h
eng_macedonia,Macedonia,empires_places,english,Macedonia,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_macedonia_g; greek_surface_prospective_terms.csv:gpx_macedonia_g; prophetic_terms.csv:macedonia_g; prophetic_terms.csv:macedonia_h
eng_media,Media,empires_places,english,Media,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_media_g; greek_surface_prospective_terms.csv:gpx_media_g; prophetic_terms.csv:media_g; prophetic_terms.csv:media_h
eng_moab,Moab,empires_places,english,Moab,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_moab_g; greek_surface_prospective_terms.csv:gpx_moab_g; prophetic_terms.csv:moab_g; prophetic_terms.csv:moab_h
eng_nineveh,Nineveh,empires_places,english,Nineveh,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_nineveh_g; greek_surface_prospective_terms.csv:gpx_nineveh_g; prophetic_terms.csv:nineveh_alt_h; prophetic_terms.csv:nineveh_g; prophetic_terms.csv:nineveh_h
eng_persia,Persia,empires_places,english,Persia,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_persia_alt_g; greek_expanded_prospective_terms.csv:gpx_persia_g; greek_surface_prospective_terms.csv:gpx_persia_alt_g; greek_surface_prospective_terms.csv:gpx_persia_g; prophetic_terms.csv:persia_alt_g; +3 more
eng_philippi,Philippi,empires_places,english,Philippi,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_philippi_g; greek_surface_prospective_terms.csv:gpx_philippi_g; prophetic_terms.csv:philippi_g; prophetic_terms.csv:philippi_h
eng_rome,Rome,empires_places,english,Rome,generated from declared concept labels; sources: greek_expanded_prospective_terms.csv:gpx_rome_g; greek_surface_prospective_terms.csv:gpx_rome_g; prophetic_terms.csv:rome_alt_h; prophetic_terms.csv:rome_g; prophetic_terms.csv:rome_h
